,ZCTA5CE20,GEOID20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,geometry,index_right,GEOID,AvgPrice,price_bin,label_pt,x,y
7,30303,30303,B5,G6350,S,2685164,0,+33.7528453,-084.3902259,"POLYGON ((-84.408283 33.743242, -84.407545 33.743481, -84.40558 33.744117, -84.405443 33.744169, -84.405295 33.744246, -84.405165 33.744336, -84.404733 33.744729, -84.404623 33.744603, -84.40453 33.744469, -84.404461 33.744347, -84.403703 33.74462, -84.403406 33.744737, -84.402642 33.745102, -84.402302 33.745303, -84.402005 33.745494, -84.401716 33.745733, -84.40152 33.745913, -84.4009 33.74647, -84.400754 33.746601, -84.400724 33.746628, -84.40013 33.747292, -84.400106 33.747319, -84.399679 33.747884, -84.39964 33.747942, -84.399417 33.748272, -84.39934 33.748401, -84.399221 33.7486, -84.399002 33.749029, -84.398544 33.750027, -84.398519 33.750083, -84.397995 33.751246, -84.397651 33.752111, -84.397625 33.752181, -84.397599 33.752253, -84.397576 33.752318, -84.397525 33.75257, -84.397511 33.752869, -84.397545 33.753193, -84.397562 33.7534, -84.397599 33.753869, -84.397618 33.754103, -84.397643 33.754519, -84.397402 33.754514, -84.397193 33.75451, -84.396891 33.754476, -84.396757 33.754447, -84.396341 33.754629, -84.395598 33.754955, -84.393836 33.75492, -84.394173 33.755084, -84.394553 33.755255, -84.39494 33.755414, -84.395333 33.755563, -84.395832 33.755733, -84.395927 33.755761, -84.396238 33.755856, -84.396654 33.755969, -84.397094 33.756074, -84.397057 33.756089, -84.396388 33.756309, -84.395799 33.756504, -84.395698 33.756543, -84.395548 33.756603, -84.395356 33.756679, -84.395178 33.756766, -84.395069 33.756819, -84.394822 33.756958, -84.394572 33.757118, -84.394411 33.757235, -84.394252 33.757351, -84.393507 33.7579, -84.394063 33.758522, -84.394188 33.758704, -84.394325 33.758955, -84.393831 33.759308, -84.393459 33.759573, -84.393366 33.759627, -84.393273 33.759663, -84.393187 33.759685, -84.392783 33.75973, -84.392071 33.759729, -84.39205 33.760986, -84.392028 33.76228, -84.390548 33.762273, -84.389016 33.762265, -84.387547 33.762256, -84.387485 33.762255, -84.386016 33.762231, -84.384299 33.762209, -84.384155 33.762213, -84.384177 33.760942, -84.382162 33.76092, -84.38217 33.760821, -84.382188 33.759658, -84.382208 33.758371, -84.38173 33.758341, -84.3817 33.758345, -84.380444 33.758503, -84.380201 33.758577, -84.379841 33.758703, -84.379482 33.758873, -84.379304 33.758957, -84.379148 33.758666, -84.378947 33.758193, -84.378834 33.757747, -84.378807 33.757643, -84.37861 33.757675, -84.378516 33.757691, -84.378391 33.75771, -84.378253 33.757726, -84.37801 33.757736, -84.377921 33.757736, -84.377947 33.755983, -84.376687 33.755967, -84.376596 33.75596, -84.376596 33.755509, -84.377966 33.75552, -84.378203 33.755521, -84.378267 33.754954, -84.378332 33.75438, -84.378449 33.753886, -84.378513 33.753679, -84.378616 33.753408, -84.378711 33.753197, -84.37879 33.753033, -84.378891 33.752841, -84.379006 33.75267, -84.379192 33.752424, -84.379335 33.752262, -84.379523 33.752033, -84.379809 33.751693, -84.380839 33.750773, -84.382012 33.749819, -84.382277 33.749588, -84.382928 33.749151, -84.383137 33.749019, -84.383313 33.748923, -84.383493 33.748941, -84.383746 33.749, -84.383896 33.749035, -84.384064 33.749089, -84.384277 33.749158, -84.384328 33.74918, -84.384564 33.749282, -84.38487 33.749449, -84.385214 33.749686, -84.385654 33.749989, -84.386389 33.750471, -84.387375 33.749436, -84.388458 33.750039, -84.389338 33.74892, -84.388059 33.748218, -84.388925 33.747109, -84.38919 33.747255, -84.390208 33.747815, -84.390906 33.746928, -84.390624 33.746926, -84.389237 33.746919, -84.388787 33.746917, -84.388606 33.746916, -84.388148 33.746913, -84.387793 33.746909, -84.387708 33.7469, -84.387715 33.746709, -84.387721 33.746554, -84.387872 33.746443, -84.387945 33.74639, -84.388492 33.745989, -84.388589 33.745917, -84.389154 33.74546, -84.389441 33.745227, -84.389599 33.745099, -84.389821 33.744919, -84.39004 33.744992, -84.390246 33.745053, -84.39089 33.74514, -84.391468 33.745234, -84.391688 33.745253, -84.392154 33.74529, -84.392341 33.745307, -84.393136 33.745352, -84.393339 33.745355, -84.393525 33.74536, -84.393672 33.74537, -84.393823 33.745367, -84.39414 33.745362, -84.394162 33.745366, -84.394466 33.745345, -84.394728 33.745337, -84.39495 33.745321, -84.395171 33.745312, -84.395549 33.745281, -84.39627 33.745206, -84.396541 33.745184, -84.396894 33.74513, -84.39719 33.745095, -84.397477 33.745054, -84.398094 33.74495, -84.39825 33.744926, -84.398662 33.744833, -84.398852 33.744771, -84.399356 33.744578, -84.399829 33.744386, -84.40006 33.744302, -84.400923 33.743889, -84.403082 33.742804, -84.403313 33.742704, -84.403522 33.742614, -84.404026 33.742381, -84.404611 33.742107, -84.405178 33.741866, -84.405842 33.741619, -84.406853 33.74126, -84.407205 33.741168, -84.40717 33.740941, -84.407717 33.740855, -84.408169 33.740814, -84.408166 33.741037, -84.408162 33.741261, -84.408148 33.741956, -84.408163 33.742171, -84.408175 33.742353, -84.408252 33.742985, -84.408258 33.743034, -84.408264 33.743081, -84.408283 33.743242))",2030,13121,160938.7426,0,POINT (-84.39022545301756 33.75284539958316),-84.39022545301756,33.75284539958316
27,30305,30305,B5,G6350,S,16824293,79463,+33.8340633,-084.3920629,"MULTIPOLYGON (((-84.411218 33.810102, -84.411105 33.810396, -84.411035 33.810526, -84.410961 33.810637, -84.41086 33.81076, -84.410762 33.810858, -84.41068 33.810918, -84.410588 33.810968, -84.4105 33.811001, -84.410213 33.811086, -84.410107 33.811136, -84.410017 33.811193, -84.409937 33.81126, -84.409866 33.811337, -84.409701 33.811585, -84.409595 33.811711, -84.409461 33.811831, -84.40932 33.811922, -84.409175 33.811984, -84.409036 33.812021, -84.408771 33.812066, -84.408417 33.812104, -84.407749 33.812169, -84.407743 33.81246, -84.407035 33.812452, -84.406993 33.812452, -84.407027 33.811326, -84.407016 33.810893, -84.407773 33.810701, -84.407782 33.810189, -84.408182 33.81008, -84.408193 33.810501, -84.408298 33.810762, -84.411258 33.809945, -84.411218 33.810102)), ((-84.416918 33.819576, -84.416847 33.819696, -84.41671 33.81993, -84.416607 33.819886, -84.416509 33.819868, -84.416144 33.819855, -84.416034 33.820436, -84.415228 33.820394, -84.415143 33.822066, -84.415817 33.822068, -84.415803 33.822214, -84.415812 33.822658, -84.415878 33.823154, -84.415921 33.82336, -84.415977 33.823564, -84.41605 33.82378, -84.41634 33.824552, -84.416371 33.824635, -84.41618 33.824651, -84.415965 33.824658, -84.415749 33.824652, -84.415534 33.824633, -84.415322 33.8246, -84.415113 33.824554, -84.414824 33.824481, -84.414614 33.82444, -84.414401 33.824407, -84.414187 33.824384, -84.413972 33.82437, -84.413756 33.824365, -84.41354 33.82437, -84.413267 33.824353, -84.412943 33.82435, -84.412839 33.824328, -84.412744 33.824285, -84.412665 33.824224, -84.412606 33.824148, -84.412499 33.823894, -84.412448 33.823719, -84.412429 33.82363, -84.412409 33.82345, -84.41241 33.82327, -84.412418 33.82318, -84.41252 33.822383, -84.412672 33.821642, -84.412706 33.821507, -84.412714 33.821417, -84.412711 33.821327, -84.412697 33.821237, -84.412671 33.82115, -84.412635 33.821065, -84.412591 33.820983, -84.412538 33.820904, -84.412477 33.82083, -84.41241 33.820759, -84.412335 33.820694, -84.412254 33.820635, -84.412167 33.820581, -84.412076 33.820534, -84.411979 33.820493, -84.411879 33.820459, -84.41086 33.820175, -84.410651 33.82013, -84.410438 33.820098, -84.410224 33.820078, -84.410008 33.820076, -84.409793 33.820092, -84.409686 33.820106, -84.40916 33.820206, -84.40884 33.820251, -84.408519 33.820283, -84.408196 33.820302, -84.407872 33.820309, -84.407614 33.820308, -84.407612 33.82041, -84.407609 33.820625, -84.407608 33.82073, -84.407563 33.823897, -84.40756 33.824149, -84.407555 33.824468, -84.408081 33.82473, -84.408107 33.825005, -84.408736 33.825006, -84.408669 33.826129, -84.408633 33.827038, -84.408883 33.827045, -84.408792 33.827742, -84.407998 33.827727, -84.407509 33.827712, -84.407498 33.828443, -84.407495 33.828709, -84.407482 33.829443, -84.408034 33.829594, -84.408037 33.829443, -84.408485 33.829444, -84.408399 33.830289, -84.408288 33.831098, -84.408248 33.831395, -84.408212 33.831656, -84.408095 33.831658, -84.40809 33.831966, -84.408166 33.831968, -84.408096 33.832543, -84.407443 33.83246, -84.407438 33.832736, -84.407416 33.83497, -84.407404 33.836474, -84.407416 33.836704, -84.407445 33.836926, -84.407514 33.83724, -84.407627 33.837588, -84.407646 33.837631, -84.407802 33.837982, -84.40796 33.838267, -84.408043 33.838501, -84.408107 33.838724, -84.408154 33.838932, -84.408194 33.839175, -84.408221 33.839451, -84.408299 33.840753, -84.408296 33.840853, -84.408278 33.840949, -84.408249 33.841033, -84.408208 33.841114, -84.408156 33.841191, -84.408043 33.841308, -84.407669 33.841593, -84.407564 33.841689, -84.407495 33.841773, -84.407446 33.84185, -84.407378 33.842014, -84.407352 33.842172, -84.407279 33.844522, -84.40728 33.847282, -84.407246 33.849349, -84.407244 33.849521, -84.407277 33.849563, -84.407396 33.849814, -84.407446 33.849895, -84.407505 33.84997, -84.407574 33.850039, -84.407663 33.85012, -84.407722 33.85017, -84.40804 33.850414, -84.408188 33.850545, -84.408327 33.850683, -84.408389 33.850757, -84.408444 33.850835, -84.408492 33.850916, -84.408576 33.851108, -84.408739 33.851512, -84.408863 33.851761, -84.408913 33.851841, -84.408972 33.851917, -84.409019 33.851998, -84.409057 33.852082, -84.409054 33.852171, -84.409006 33.852252, -84.408946 33.852327, -84.408874 33.852394, -84.408722 33.852522, -84.408639 33.852579, -84.40857 33.852648, -84.408519 33.852728, -84.408477 33.852811, -84.408443 33.852896, -84.408425 33.852985, -84.408317 33.853433, -84.408332 33.853522, -84.408336 33.853702, -84.408296 33.85397, -84.408278 33.85424, -84.408283 33.854511, -84.408311 33.85478, -84.408345 33.854958, -84.408391 33.855134, -84.408422 33.85522, -84.408459 33.855305, -84.408552 33.855468, -84.408607 33.855545, -84.408669 33.855619, -84.408738 33.855688, -84.408891 33.855816, -84.408981 33.855865, -84.40908 33.8559, -84.409185 33.85592, -84.409293 33.855919, -84.409401 33.855923, -84.409508 33.855933, -84.409614 33.85595, -84.409725 33.855974, -84.40982 33.856005, -84.409917 33.856044, -84.410002 33.856099, -84.410075 33.856164, -84.410109 33.856249, -84.410057 33.856424, -84.410018 33.856508, -84.409997 33.856596, -84.409996 33.856686, -84.410048 33.856861, -84.410086 33.857038, -84.410115 33.857125, -84.410157 33.857208, -84.410289 33.857421, -84.410261 33.857428, -84.410239 33.857425, -84.41003 33.85747, -84.409826 33.857527, -84.409628 33.8576, -84.409322 33.857738, -84.409148 33.85781, -84.409055 33.857856, -84.408965 33.857906, -84.408796 33.858017, -84.408725 33.858085, -84.408667 33.858161, -84.40856 33.858318, -84.408517 33.8584, -84.408422 33.85863, -84.408374 33.85874, -84.408293 33.858908, -84.4082 33.85907, -84.408096 33.859228, -84.407863 33.85961, -84.40762 33.859958, -84.407558 33.860074, -84.407426 33.860341, -84.407397 33.860428, -84.407374 33.860516, -84.407357 33.860605, -84.407334 33.860784, -84.407314 33.860873, -84.407284 33.860959, -84.407244 33.861043, -84.407194 33.861123, -84.407137 33.861199, -84.407073 33.861272, -84.406998 33.861336, -84.406911 33.861389, -84.406819 33.861437, -84.406723 33.861478, -84.406624 33.861514, -84.406214 33.861629, -84.406118 33.86167, -84.406032 33.861724, -84.405958 33.861789, -84.405901 33.861866, -84.405867 33.861951, -84.405844 33.862039, -84.405832 33.862129, -84.40583 33.862219, -84.405854 33.862488, -84.405848 33.862668, -84.405822 33.862756, -84.405777 33.862838, -84.405714 33.862911, -84.405637 33.862974, -84.405546 33.863022, -84.405451 33.863064, -84.405352 33.8631, -84.405249 33.863129, -84.405144 33.86315, -84.404939 33.863206, -84.404728 33.863284, -84.404435 33.862583, -84.403671 33.860746, -84.403558 33.860393, -84.403456 33.859932, -84.40344 33.859831, -84.403419 33.859563, -84.403426 33.859441, -84.40345 33.859317, -84.403596 33.858917, -84.40367 33.858753, -84.402957 33.858867, -84.402921 33.858408, -84.402734 33.858467, -84.402067 33.858841, -84.401189 33.858805, -84.401175 33.858761, -84.401082 33.858757, -84.40116 33.858471, -84.401017 33.858413, -84.400895 33.858308, -84.400738 33.858777, -84.400599 33.85919, -84.400321 33.859046, -84.40012 33.858995, -84.400309 33.858562, -84.400481 33.858168, -84.400339 33.858051, -84.400164 33.85789, -84.399993 33.857737, -84.399869 33.857671, -84.399614 33.857583, -84.399511 33.858155, -84.398919 33.858205, -84.398275 33.858259, -84.397006 33.858189, -84.395544 33.857667, -84.395264 33.858253, -84.394944 33.858184, -84.39485 33.858545, -84.393706 33.858504, -84.393703 33.858304, -84.39372 33.858095, -84.393801 33.857587, -84.393907 33.856684, -84.393944 33.856514, -84.393996 33.85638, -84.394078 33.856231, -84.394233 33.856008, -84.394361 33.855869, -84.394463 33.855782, -84.394396 33.855806, -84.394338 33.85583, -84.393978 33.856029, -84.393893 33.856084, -84.393812 33.856144, -84.393737 33.856208, -84.393667 33.856277, -84.39362 33.856358, -84.393593 33.856445, -84.393546 33.856526, -84.393491 33.856604, -84.393426 33.856676, -84.393354 33.856743, -84.393272 33.856801, -84.393181 33.85685, -84.393084 33.85689, -84.392983 33.856921, -84.392905 33.856983, -84.392653 33.857153, -84.392478 33.857258, -84.390223 33.857275, -84.391003 33.856907, -84.391063 33.856707, -84.390459 33.856053, -84.390998 33.855635, -84.389314 33.853382, -84.387573 33.853391, -84.387007 33.853559, -84.386286 33.853742, -84.386274 33.85393, -84.385787 33.853945, -84.385786 33.854062, -84.384412 33.854098, -84.383311 33.853957, -84.383016 33.854467, -84.382768 33.854343, -84.382768 33.854147, -84.382669 33.854142, -84.382669 33.854182, -84.382668 33.854429, -84.382586 33.854412, -84.3825 33.85443, -84.381618 33.854435, -84.381028 33.854438, -84.38029 33.854434, -84.380231 33.854433, -84.379729 33.854429, -84.379486 33.854428, -84.379361 33.854427, -84.379361 33.854038, -84.379365 33.85362, -84.379357 33.853478, -84.379353 33.853421, -84.379357 33.853378, -84.380624 33.852416, -84.380405 33.852208, -84.380004 33.851828, -84.379362 33.851219, -84.379301 33.851162, -84.378988 33.850865, -84.378699 33.850621, -84.378384 33.850397, -84.378134 33.850244, -84.377873 33.850104, -84.376263 33.849335, -84.375562 33.849034, -84.374196 33.848513, -84.373818 33.849169, -84.373475 33.849118, -84.372744 33.848802, -84.372954 33.848521, -84.371802 33.848237, -84.373228 33.847608, -84.372538 33.846186, -84.37246 33.846024, -84.370448 33.846985, -84.370501 33.846789, -84.370099 33.846615, -84.370459 33.846132, -84.370161 33.845902, -84.370145 33.84593, -84.369617 33.845552, -84.369433 33.845456, -84.369477 33.845432, -84.369633 33.845346, -84.369853 33.845319, -84.36976 33.84524, -84.3699 33.845111, -84.369564 33.844844, -84.369944 33.844619, -84.370303 33.844408, -84.371392 33.843774, -84.371339 33.843652, -84.370341 33.844242, -84.369685 33.844624, -84.369177 33.844898, -84.369022 33.845015, -84.368918 33.845108, -84.367936 33.844635, -84.367861 33.844605, -84.367696 33.844565, -84.367582 33.844545, -84.367215 33.844524, -84.365478 33.844444, -84.365305 33.844427, -84.365079 33.844382, -84.364445 33.844203, -84.364206 33.844101, -84.364015 33.843976, -84.364052 33.84393, -84.36412 33.843869, -84.364197 33.843818, -84.365667 33.843121, -84.365835 33.843011, -84.365993 33.842858, -84.366154 33.842691, -84.366258 33.842607, -84.36637 33.84254, -84.366639 33.842418, -84.366832 33.842355, -84.367062 33.842307, -84.367388 33.842315, -84.367382 33.841607, -84.367371 33.84152, -84.367348 33.841433, -84.367304 33.841334, -84.366841 33.840505, -84.366675 33.840241, -84.366415 33.840335, -84.366168 33.840453, -84.365854 33.840639, -84.365588 33.840829, -84.365419 33.840972, -84.365262 33.841125, -84.364726 33.841732, -84.364604 33.84186, -84.364416 33.84203, -84.364211 33.842187, -84.364038 33.8423, -84.363847 33.842408, -84.363392 33.842638, -84.36295 33.842842, -84.362726 33.84294, -84.362557 33.842983, -84.36243 33.843011, -84.362303 33.843032, -84.362192 33.843038, -84.361633 33.842563, -84.361471 33.842399, -84.36151 33.842262, -84.361548 33.842084, -84.361574 33.841905, -84.361588 33.841726, -84.361595 33.840761, -84.361579 33.840615, -84.361534 33.840417, -84.361381 33.839961, -84.361177 33.839403, -84.361007 33.838984, -84.360622 33.838233, -84.36038 33.837686, -84.360231 33.837331, -84.360141 33.836956, -84.360095 33.836522, -84.36009 33.836097, -84.36013 33.835647, -84.360311 33.834915, -84.360443 33.834595, -84.360513 33.834451, -84.360589 33.834299, -84.360645 33.834186, -84.360727 33.834041, -84.36077 33.833965, -84.360912 33.833786, -84.361204 33.833417, -84.361594 33.833015, -84.361743 33.832883, -84.362289 33.832427, -84.363592 33.831432, -84.364492 33.830727, -84.365106 33.830266, -84.365714 33.829781, -84.366393 33.829264, -84.367437 33.828459, -84.367697 33.828259, -84.369011 33.82721, -84.369904 33.826489, -84.369966 33.826427, -84.370127 33.826303, -84.370452 33.826013, -84.371013 33.825444, -84.371304 33.825052, -84.371628 33.824575, -84.372136 33.823639, -84.372219 33.823485, -84.372342 33.823197, -84.372475 33.822734, -84.372547 33.822387, -84.372651 33.821433, -84.37267 33.820954, -84.372686 33.820573, -84.372669 33.819302, -84.372663 33.81888, -84.372711 33.818495, -84.372776 33.818124, -84.372891 33.817689, -84.372945 33.8175, -84.373066 33.817195, -84.373175 33.816955, -84.373252 33.816807, -84.373355 33.816639, -84.373553 33.816347, -84.373826 33.815961, -84.373919 33.815821, -84.373955 33.815768, -84.374333 33.815789, -84.374765 33.815799, -84.375197 33.815795, -84.375736 33.81577, -84.375949 33.815744, -84.376159 33.815701, -84.376362 33.81564, -84.376461 33.815604, -84.376651 33.815519, -84.376828 33.815421, -84.377864 33.814957, -84.378245 33.814818, -84.37883 33.814604, -84.379375 33.814406, -84.38021 33.814154, -84.38089 33.813909, -84.381594 33.813719, -84.382078 33.813567, -84.382503 33.813412, -84.382992 33.813479, -84.383095 33.813505, -84.383202 33.813518, -84.38331 33.813515, -84.383416 33.813498, -84.383562 33.813448, -84.384059 33.813264, -84.384264 33.813206, -84.384575 33.81313, -84.38489 33.813067, -84.385205 33.813018, -84.385313 33.813017, -84.385421 33.813009, -84.385527 33.812995, -84.385632 33.812974, -84.385735 33.812946, -84.385835 33.812912, -84.385943 33.812861, -84.386109 33.812746, -84.386188 33.812684, -84.38626 33.812618, -84.386344 33.812561, -84.386435 33.812512, -84.386532 33.812473, -84.386634 33.812444, -84.38674 33.812427, -84.386848 33.81242, -84.387387 33.812443, -84.387488 33.812474, -84.387579 33.812522, -84.387654 33.812586, -84.387708 33.812664, -84.387755 33.812745, -84.387792 33.81283, -84.387818 33.812917, -84.387835 33.813006, -84.387889 33.813137, -84.388059 33.813403, -84.388121 33.813476, -84.388188 33.813547, -84.388335 33.813679, -84.388498 33.813797, -84.388675 33.8139, -84.388768 33.813945, -84.388907 33.814004, -84.388961 33.81403, -84.389404 33.814241, -84.390041 33.814557, -84.390127 33.814612, -84.390195 33.814681, -84.390244 33.814761, -84.39027 33.814849, -84.390268 33.814939, -84.390254 33.815028, -84.39023 33.815116, -84.390149 33.815282, -84.389936 33.815483, -84.389422 33.816001, -84.389223 33.81617, -84.38877 33.816592, -84.388542 33.816868, -84.3885 33.816951, -84.388475 33.817038, -84.388469 33.817128, -84.388482 33.817218, -84.388512 33.817304, -84.388565 33.817383, -84.388636 33.81745, -84.388818 33.817546, -84.389055 33.817659, -84.389155 33.817703, -84.390082 33.81811, -84.390376 33.818224, -84.390579 33.818286, -84.390786 33.818337, -84.390996 33.818377, -84.391209 33.818405, -84.391353 33.818417, -84.392023 33.818518, -84.392333 33.818575, -84.392808 33.818664, -84.393014 33.818717, -84.393224 33.818758, -84.393438 33.818786, -84.393653 33.818801, -84.393761 33.818797, -84.393867 33.818781, -84.39397 33.818755, -84.394068 33.818718, -84.394247 33.818616, -84.394416 33.818504, -84.394574 33.818382, -84.394675 33.818293, -84.395002 33.817881, -84.395146 33.817699, -84.39589 33.816635, -84.395936 33.816553, -84.395989 33.816475, -84.396049 33.8164, -84.396116 33.816329, -84.396188 33.816262, -84.396266 33.8162, -84.396325 33.816159, -84.39635 33.816143, -84.396438 33.81609, -84.39653 33.816044, -84.396626 33.816003, -84.396726 33.815968, -84.396828 33.81594, -84.397038 33.815898, -84.397145 33.815883, -84.397252 33.815873, -84.39736 33.815868, -84.397556 33.815871, -84.398119 33.815861, -84.398278 33.815877, -84.398333 33.815883, -84.398441 33.815887, -84.398657 33.815881, -84.398764 33.815872, -84.398976 33.81584, -84.399184 33.81579, -84.399283 33.815755, -84.399386 33.815728, -84.399491 33.815707, -84.399598 33.815695, -84.399706 33.81569, -84.399785 33.815693, -84.399814 33.815694, -84.399922 33.815705, -84.400137 33.815697, -84.400353 33.815707, -84.40046 33.815719, -84.400671 33.815756, -84.400877 33.815811, -84.401075 33.815883, -84.401263 33.81597, -84.401352 33.816022, -84.401436 33.816079, -84.401514 33.816141, -84.401586 33.816208, -84.401652 33.816279, -84.401823 33.816509, -84.401982 33.816744, -84.402129 33.816985, -84.402195 33.817102, -84.402732 33.817934, -84.402815 33.818101, -84.402922 33.818356, -84.402959 33.818461, -84.403048 33.818368, -84.403309 33.818095, -84.403333 33.818043, -84.403395 33.81787, -84.40342 33.817782, -84.403439 33.817694, -84.403465 33.817606, -84.403503 33.817522, -84.403551 33.817441, -84.403608 33.817365, -84.403674 33.817294, -84.403748 33.817228, -84.403994 33.817052, -84.40405 33.817014, -84.404164 33.816941, -84.404433 33.81679, -84.404515 33.816731, -84.404587 33.816665, -84.404649 33.816591, -84.404681 33.816505, -84.404681 33.816416, -84.404662 33.816327, -84.404624 33.816243, -84.404627 33.816153, -84.404442 33.815729, -84.404354 33.815565, -84.404306 33.815484, -84.40427 33.815399, -84.404244 33.815312, -84.404176 33.815141, -84.404136 33.815057, -84.404086 33.814977, -84.404029 33.814901, -84.403965 33.814828, -84.403893 33.814761, -84.403815 33.814699, -84.40376 33.814622, -84.403724 33.814537, -84.403677 33.814361, -84.403619 33.814187, -84.403461 33.813776, -84.403339 33.813534, -84.403494 33.813508, -84.403578 33.813451, -84.403669 33.813404, -84.403768 33.813366, -84.403871 33.813341, -84.403979 33.813336, -84.404085 33.813321, -84.404189 33.813296, -84.404387 33.813225, -84.404489 33.813194, -84.404592 33.813168, -84.404693 33.813135, -84.404788 33.813092, -84.404886 33.813056, -84.404988 33.813025, -84.405197 33.81298, -84.405409 33.812946, -84.405838 33.812902, -84.40637 33.812826, -84.406584 33.812803, -84.407229 33.812752, -84.407549 33.812713, -84.407739 33.812682, -84.407734 33.812985, -84.407844 33.812976, -84.407942 33.812951, -84.408297 33.812802, -84.40854 33.81272, -84.408742 33.81267, -84.409328 33.812552, -84.409458 33.812514, -84.409699 33.812425, -84.409888 33.812321, -84.410049 33.81219, -84.410124 33.812108, -84.410222 33.811978, -84.410312 33.811822, -84.410373 33.81174, -84.410467 33.811648, -84.410578 33.811571, -84.410665 33.811528, -84.411319 33.811241, -84.411391 33.811215, -84.41148 33.811197, -84.411574 33.811191, -84.411665 33.811198, -84.411761 33.811219, -84.412057 33.81129, -84.412137 33.811298, -84.412157 33.811297, -84.412104 33.811851, -84.411835 33.811776, -84.408636 33.813777, -84.408424 33.81382, -84.408416 33.814653, -84.407704 33.814672, -84.407699 33.814992, -84.407694 33.815265, -84.407693 33.815345, -84.40835 33.815356, -84.408348 33.81563, -84.408414 33.815629, -84.408416 33.816163, -84.408948 33.816183, -84.408952 33.816347, -84.409385 33.816365, -84.409386 33.8162, -84.410522 33.81625, -84.410508 33.81642, -84.410618 33.816415, -84.410616 33.816684, -84.410715 33.816689, -84.410719 33.816413, -84.41094 33.816419, -84.41094 33.816265, -84.411836 33.816297, -84.411978 33.816296, -84.412891 33.81632, -84.412877 33.816556, -84.413212 33.816563, -84.413223 33.816329, -84.414375 33.816359, -84.414383 33.816582, -84.414381 33.816864, -84.415366 33.816878, -84.415366 33.81691, -84.415563 33.816909, -84.41557 33.816952, -84.415652 33.816947, -84.415661 33.816996, -84.415726 33.817365, -84.41579 33.817715, -84.415825 33.817799, -84.415854 33.817842, -84.411831 33.817695, -84.411828 33.818343, -84.411826 33.818411, -84.412057 33.818428, -84.412056 33.819024, -84.415624 33.819149, -84.415651 33.819161, -84.41627 33.819184, -84.416474 33.819256, -84.416475 33.819494, -84.416953 33.81949, -84.416918 33.819576)))",2030,13121,418975.3063,4,POINT (-84.3892893453191 33.83521059999889),-84.3892893453191,33.83521059999889
