RegionID,RegionName,City,CountyName,Price
71023,30303,Atlanta,Fulton County,122748.0415
71025,30305,Atlanta,Fulton County,326787.3113
71026,30306,Atlanta,Fulton County,292719.9773
71027,30307,Atlanta,Dekalb County,250209.3589
71028,30308,Atlanta,Fulton County,182118.491
71029,30309,Atlanta,Fulton County,234169.4566
71030,30310,Atlanta,Fulton County,51146.27667
71031,30311,Atlanta,Fulton County,76528.25021
71032,30312,Atlanta,Fulton County,158823.4219
71033,30313,Atlanta,Fulton County,209292.8469
71034,30314,Atlanta,Fulton County,58210.00281
71035,30315,Atlanta,Fulton County,117048.3817
71036,30316,Atlanta,Dekalb County,107023.803
71037,30317,Atlanta,Dekalb County,126334.8811
71038,30318,Atlanta,Fulton County,152477.5996
71039,30319,Brookhaven,Dekalb County,276733.3345
71043,30324,Atlanta,Fulton County,241366.5607
71045,30326,Atlanta,Fulton County,325628.7241
71046,30327,Atlanta,Fulton County,615813.9455
71047,30328,Sandy Springs,Fulton County,237994.0043
71048,30329,Atlanta,Dekalb County,195835.3908
71055,30337,College Park,Fulton County,127217.5298
71056,30338,Dunwoody,Dekalb County,268229.9291
71057,30339,Vinings,Cobb County,224155.3695
71058,30340,Atlanta,Dekalb County,125287.4274
71059,30341,Chamblee,Dekalb County,155960.6131
71060,30342,Sandy Springs,Fulton County,328555.6558
71062,30344,East Point,Fulton County,78485.60337
71063,30345,Atlanta,Dekalb County,247757.9556
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,59575.14785
71076,30360,Dunwoody,Dekalb County,153111.6064
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,123534.4745
71025,30305,Atlanta,Fulton County,328414.0295
71026,30306,Atlanta,Fulton County,294401.0137
71027,30307,Atlanta,Dekalb County,251421.0736
71028,30308,Atlanta,Fulton County,182760.8366
71029,30309,Atlanta,Fulton County,234803.0716
71030,30310,Atlanta,Fulton County,51496.44237
71031,30311,Atlanta,Fulton County,76912.77039
71032,30312,Atlanta,Fulton County,159866.1455
71033,30313,Atlanta,Fulton County,212090.7999
71034,30314,Atlanta,Fulton County,58229.81469
71035,30315,Atlanta,Fulton County,117768.6286
71036,30316,Atlanta,Dekalb County,107639.6232
71037,30317,Atlanta,Dekalb County,128179.5551
71038,30318,Atlanta,Fulton County,152742.427
71039,30319,Brookhaven,Dekalb County,277779.4513
71043,30324,Atlanta,Fulton County,242872.1584
71045,30326,Atlanta,Fulton County,326078.3789
71046,30327,Atlanta,Fulton County,619719.0906
71047,30328,Sandy Springs,Fulton County,239536.1604
71048,30329,Atlanta,Dekalb County,196572.3591
71055,30337,College Park,Fulton County,128031.9758
71056,30338,Dunwoody,Dekalb County,268979.42
71057,30339,Vinings,Cobb County,223981.249
71058,30340,Atlanta,Dekalb County,125657.0134
71059,30341,Chamblee,Dekalb County,156340.8587
71060,30342,Sandy Springs,Fulton County,330330.16
71062,30344,East Point,Fulton County,78804.44386
71063,30345,Atlanta,Dekalb County,248369.5609
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,59931.53396
71076,30360,Dunwoody,Dekalb County,153794.7879
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,123548.9398
71025,30305,Atlanta,Fulton County,329805.8111
71026,30306,Atlanta,Fulton County,295720.1832
71027,30307,Atlanta,Dekalb County,252314.6783
71028,30308,Atlanta,Fulton County,183685.441
71029,30309,Atlanta,Fulton County,235561.8411
71030,30310,Atlanta,Fulton County,51812.95175
71031,30311,Atlanta,Fulton County,77150.80206
71032,30312,Atlanta,Fulton County,161072.8029
71033,30313,Atlanta,Fulton County,213401.0767
71034,30314,Atlanta,Fulton County,58397.71331
71035,30315,Atlanta,Fulton County,118181.7944
71036,30316,Atlanta,Dekalb County,108570.5391
71037,30317,Atlanta,Dekalb County,130486.8078
71038,30318,Atlanta,Fulton County,153148.4373
71039,30319,Brookhaven,Dekalb County,278897.3814
71043,30324,Atlanta,Fulton County,243971.5133
71045,30326,Atlanta,Fulton County,327751.5317
71046,30327,Atlanta,Fulton County,623703.9667
71047,30328,Sandy Springs,Fulton County,240640.9477
71048,30329,Atlanta,Dekalb County,197261.6624
71055,30337,College Park,Fulton County,128746.5972
71056,30338,Dunwoody,Dekalb County,269798.947
71057,30339,Vinings,Cobb County,224722.4147
71058,30340,Atlanta,Dekalb County,126112.9644
71059,30341,Chamblee,Dekalb County,156954.5607
71060,30342,Sandy Springs,Fulton County,332583.0727
71062,30344,East Point,Fulton County,79016.54685
71063,30345,Atlanta,Dekalb County,249385.1766
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,60166.62065
71076,30360,Dunwoody,Dekalb County,154327.247
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,124460.8111
71025,30305,Atlanta,Fulton County,332688.7875
71026,30306,Atlanta,Fulton County,298636.8435
71027,30307,Atlanta,Dekalb County,254615.5005
71028,30308,Atlanta,Fulton County,185248.083
71029,30309,Atlanta,Fulton County,236827.7734
71030,30310,Atlanta,Fulton County,52409.5682
71031,30311,Atlanta,Fulton County,77713.78832
71032,30312,Atlanta,Fulton County,163352.3654
71033,30313,Atlanta,Fulton County,214943.9696
71034,30314,Atlanta,Fulton County,59202.33982
71035,30315,Atlanta,Fulton County,119169.6703
71036,30316,Atlanta,Dekalb County,110419.1436
71037,30317,Atlanta,Dekalb County,134593.1575
71038,30318,Atlanta,Fulton County,154215.4091
71039,30319,Brookhaven,Dekalb County,281179.4064
71043,30324,Atlanta,Fulton County,246258.6336
71045,30326,Atlanta,Fulton County,329588.1127
71046,30327,Atlanta,Fulton County,631753.2215
71047,30328,Sandy Springs,Fulton County,243260.7806
71048,30329,Atlanta,Dekalb County,198956.5545
71055,30337,College Park,Fulton County,130005.5835
71056,30338,Dunwoody,Dekalb County,271668.4042
71057,30339,Vinings,Cobb County,226160.5456
71058,30340,Atlanta,Dekalb County,127091.5172
71059,30341,Chamblee,Dekalb County,158359.0883
71060,30342,Sandy Springs,Fulton County,337017.6668
71062,30344,East Point,Fulton County,79590.20764
71063,30345,Atlanta,Dekalb County,251626.2626
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,60796.03133
71076,30360,Dunwoody,Dekalb County,155634.5617
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,125527.5213
71025,30305,Atlanta,Fulton County,335020.8262
71026,30306,Atlanta,Fulton County,301363.3429
71027,30307,Atlanta,Dekalb County,257107.2378
71028,30308,Atlanta,Fulton County,187185.7257
71029,30309,Atlanta,Fulton County,238092.3373
71030,30310,Atlanta,Fulton County,53047.93368
71031,30311,Atlanta,Fulton County,78420.14079
71032,30312,Atlanta,Fulton County,165784.5255
71033,30313,Atlanta,Fulton County,214455.6251
71034,30314,Atlanta,Fulton County,60472.74001
71035,30315,Atlanta,Fulton County,120161.906
71036,30316,Atlanta,Dekalb County,112676.9377
71037,30317,Atlanta,Dekalb County,138660.2734
71038,30318,Atlanta,Fulton County,155534.2179
71039,30319,Brookhaven,Dekalb County,283552.4634
71043,30324,Atlanta,Fulton County,248209.957
71045,30326,Atlanta,Fulton County,331212.6568
71046,30327,Atlanta,Fulton County,638252.9488
71047,30328,Sandy Springs,Fulton County,245773.7905
71048,30329,Atlanta,Dekalb County,201009.7141
71055,30337,College Park,Fulton County,131381.0962
71056,30338,Dunwoody,Dekalb County,273749.0409
71057,30339,Vinings,Cobb County,228115.2221
71058,30340,Atlanta,Dekalb County,128246.1048
71059,30341,Chamblee,Dekalb County,160031.9748
71060,30342,Sandy Springs,Fulton County,341078.0442
71062,30344,East Point,Fulton County,80149.68338
71063,30345,Atlanta,Dekalb County,254382.2743
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,61530.33298
71076,30360,Dunwoody,Dekalb County,157139.9433
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,129048.2549
71025,30305,Atlanta,Fulton County,337564.2786
71026,30306,Atlanta,Fulton County,304164.8072
71027,30307,Atlanta,Dekalb County,260342.7169
71028,30308,Atlanta,Fulton County,189108.6545
71029,30309,Atlanta,Fulton County,239262.3406
71030,30310,Atlanta,Fulton County,53636.08047
71031,30311,Atlanta,Fulton County,79330.57759
71032,30312,Atlanta,Fulton County,168258.4051
71033,30313,Atlanta,Fulton County,214824.7938
71034,30314,Atlanta,Fulton County,61591.83849
71035,30315,Atlanta,Fulton County,120955.0689
71036,30316,Atlanta,Dekalb County,114765.1779
71037,30317,Atlanta,Dekalb County,142854.144
71038,30318,Atlanta,Fulton County,157009.4374
71039,30319,Brookhaven,Dekalb County,285940.1619
71043,30324,Atlanta,Fulton County,250434.8004
71045,30326,Atlanta,Fulton County,331777.4193
71046,30327,Atlanta,Fulton County,643566.4153
71047,30328,Sandy Springs,Fulton County,248585.8646
71048,30329,Atlanta,Dekalb County,203792.3327
71055,30337,College Park,Fulton County,132620.7538
71056,30338,Dunwoody,Dekalb County,276112.9137
71057,30339,Vinings,Cobb County,229371.9113
71058,30340,Atlanta,Dekalb County,129609.5755
71059,30341,Chamblee,Dekalb County,161737.4093
71060,30342,Sandy Springs,Fulton County,344730.6514
71062,30344,East Point,Fulton County,80708.97248
71063,30345,Atlanta,Dekalb County,257280.4151
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,62263.42678
71076,30360,Dunwoody,Dekalb County,159027.4449
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,133409.2665
71025,30305,Atlanta,Fulton County,340090.2803
71026,30306,Atlanta,Fulton County,306766.7876
71027,30307,Atlanta,Dekalb County,264153.1422
71028,30308,Atlanta,Fulton County,191488.9058
71029,30309,Atlanta,Fulton County,240913.07
71030,30310,Atlanta,Fulton County,54211.63261
71031,30311,Atlanta,Fulton County,80401.72092
71032,30312,Atlanta,Fulton County,170954.8521
71033,30313,Atlanta,Fulton County,218163.5862
71034,30314,Atlanta,Fulton County,62579.5391
71035,30315,Atlanta,Fulton County,121816.4465
71036,30316,Atlanta,Dekalb County,116605.8317
71037,30317,Atlanta,Dekalb County,146810.7769
71038,30318,Atlanta,Fulton County,158111.229
71039,30319,Brookhaven,Dekalb County,288420.0761
71043,30324,Atlanta,Fulton County,253018.501
71045,30326,Atlanta,Fulton County,332946.7759
71046,30327,Atlanta,Fulton County,647879.6101
71047,30328,Sandy Springs,Fulton County,251130.2524
71048,30329,Atlanta,Dekalb County,206477.0736
71055,30337,College Park,Fulton County,133825.0791
71056,30338,Dunwoody,Dekalb County,278752.9938
71057,30339,Vinings,Cobb County,230243.836
71058,30340,Atlanta,Dekalb County,131146.7921
71059,30341,Chamblee,Dekalb County,163309.0705
71060,30342,Sandy Springs,Fulton County,347682.9206
71062,30344,East Point,Fulton County,81288.22679
71063,30345,Atlanta,Dekalb County,259999.3099
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,62963.07609
71076,30360,Dunwoody,Dekalb County,160868.7956
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,137624.2939
71025,30305,Atlanta,Fulton County,343128.5035
71026,30306,Atlanta,Fulton County,308947.3469
71027,30307,Atlanta,Dekalb County,267584.475
71028,30308,Atlanta,Fulton County,193578.858
71029,30309,Atlanta,Fulton County,242725.099
71030,30310,Atlanta,Fulton County,54668.28401
71031,30311,Atlanta,Fulton County,81388.22895
71032,30312,Atlanta,Fulton County,173268.8716
71033,30313,Atlanta,Fulton County,223844.6759
71034,30314,Atlanta,Fulton County,63355.26474
71035,30315,Atlanta,Fulton County,122253.6568
71036,30316,Atlanta,Dekalb County,118311.6127
71037,30317,Atlanta,Dekalb County,150849.208
71038,30318,Atlanta,Fulton County,158929.3068
71039,30319,Brookhaven,Dekalb County,290859.7291
71043,30324,Atlanta,Fulton County,255412.8493
71045,30326,Atlanta,Fulton County,335576.9062
71046,30327,Atlanta,Fulton County,652338.9143
71047,30328,Sandy Springs,Fulton County,253188.259
71048,30329,Atlanta,Dekalb County,209318.5252
71055,30337,College Park,Fulton County,134560.0074
71056,30338,Dunwoody,Dekalb County,281637.2287
71057,30339,Vinings,Cobb County,231261.1054
71058,30340,Atlanta,Dekalb County,132796.7982
71059,30341,Chamblee,Dekalb County,165140.3798
71060,30342,Sandy Springs,Fulton County,350793.0003
71062,30344,East Point,Fulton County,81904.2425
71063,30345,Atlanta,Dekalb County,262855.9247
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,63452.25234
71076,30360,Dunwoody,Dekalb County,162820.1387
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,140526.8601
71025,30305,Atlanta,Fulton County,346223.7994
71026,30306,Atlanta,Fulton County,311069.1817
71027,30307,Atlanta,Dekalb County,271051.992
71028,30308,Atlanta,Fulton County,196089.5759
71029,30309,Atlanta,Fulton County,244767.2446
71030,30310,Atlanta,Fulton County,55064.22269
71031,30311,Atlanta,Fulton County,82300.6139
71032,30312,Atlanta,Fulton County,175439.0632
71033,30313,Atlanta,Fulton County,229849.7146
71034,30314,Atlanta,Fulton County,64508.38942
71035,30315,Atlanta,Fulton County,122881.2536
71036,30316,Atlanta,Dekalb County,119775.5371
71037,30317,Atlanta,Dekalb County,154639.9412
71038,30318,Atlanta,Fulton County,159586.7262
71039,30319,Brookhaven,Dekalb County,293231.0554
71043,30324,Atlanta,Fulton County,257428.922
71045,30326,Atlanta,Fulton County,338604.1647
71046,30327,Atlanta,Fulton County,656852.0403
71047,30328,Sandy Springs,Fulton County,254901.0835
71048,30329,Atlanta,Dekalb County,211912.665
71055,30337,College Park,Fulton County,135752.9074
71056,30338,Dunwoody,Dekalb County,284666.2648
71057,30339,Vinings,Cobb County,233294.6214
71058,30340,Atlanta,Dekalb County,134341.128
71059,30341,Chamblee,Dekalb County,167076.1835
71060,30342,Sandy Springs,Fulton County,353413.6685
71062,30344,East Point,Fulton County,82764.15726
71063,30345,Atlanta,Dekalb County,265541.0833
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,63895.77856
71076,30360,Dunwoody,Dekalb County,164806.2009
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,142938.454
71025,30305,Atlanta,Fulton County,349402.0666
71026,30306,Atlanta,Fulton County,313096.2127
71027,30307,Atlanta,Dekalb County,273975.7586
71028,30308,Atlanta,Fulton County,198399.6637
71029,30309,Atlanta,Fulton County,246553.4213
71030,30310,Atlanta,Fulton County,55382.49561
71031,30311,Atlanta,Fulton County,83184.9977
71032,30312,Atlanta,Fulton County,177474.0566
71033,30313,Atlanta,Fulton County,234302.432
71034,30314,Atlanta,Fulton County,65533.47918
71035,30315,Atlanta,Fulton County,123317.6334
71036,30316,Atlanta,Dekalb County,121025.9645
71037,30317,Atlanta,Dekalb County,158829.8322
71038,30318,Atlanta,Fulton County,160741.653
71039,30319,Brookhaven,Dekalb County,295647.9357
71043,30324,Atlanta,Fulton County,258954.7676
71045,30326,Atlanta,Fulton County,341690.1274
71046,30327,Atlanta,Fulton County,661404.4233
71047,30328,Sandy Springs,Fulton County,256160.0982
71048,30329,Atlanta,Dekalb County,214789.2357
71055,30337,College Park,Fulton County,137521.0196
71056,30338,Dunwoody,Dekalb County,287525.7787
71057,30339,Vinings,Cobb County,235677.6452
71058,30340,Atlanta,Dekalb County,135661.9692
71059,30341,Chamblee,Dekalb County,168943.9167
71060,30342,Sandy Springs,Fulton County,355980.6136
71062,30344,East Point,Fulton County,83648.66119
71063,30345,Atlanta,Dekalb County,267663.0904
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,64243.07241
71076,30360,Dunwoody,Dekalb County,166945.1716
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,146295.4724
71025,30305,Atlanta,Fulton County,352765.1409
71026,30306,Atlanta,Fulton County,315534.361
71027,30307,Atlanta,Dekalb County,276978.3496
71028,30308,Atlanta,Fulton County,201111.4255
71029,30309,Atlanta,Fulton County,248358.5219
71030,30310,Atlanta,Fulton County,55895.88658
71031,30311,Atlanta,Fulton County,84063.62362
71032,30312,Atlanta,Fulton County,179727.1338
71033,30313,Atlanta,Fulton County,237243.288
71034,30314,Atlanta,Fulton County,66375.02985
71035,30315,Atlanta,Fulton County,123892.2166
71036,30316,Atlanta,Dekalb County,121863.9404
71037,30317,Atlanta,Dekalb County,162241.2441
71038,30318,Atlanta,Fulton County,162015.602
71039,30319,Brookhaven,Dekalb County,298050.6701
71043,30324,Atlanta,Fulton County,260275.9845
71045,30326,Atlanta,Fulton County,343517.5899
71046,30327,Atlanta,Fulton County,665962.0644
71047,30328,Sandy Springs,Fulton County,257323.0073
71048,30329,Atlanta,Dekalb County,217289.9984
71055,30337,College Park,Fulton County,139706.306
71056,30338,Dunwoody,Dekalb County,290055.7536
71057,30339,Vinings,Cobb County,237816.8984
71058,30340,Atlanta,Dekalb County,136828.747
71059,30341,Chamblee,Dekalb County,170448.1742
71060,30342,Sandy Springs,Fulton County,358047.3298
71062,30344,East Point,Fulton County,84578.96543
71063,30345,Atlanta,Dekalb County,269294.8182
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,64684.89707
71076,30360,Dunwoody,Dekalb County,168767.4463
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,149821.1596
71025,30305,Atlanta,Fulton County,355781.3308
71026,30306,Atlanta,Fulton County,317820.1229
71027,30307,Atlanta,Dekalb County,279750.9958
71028,30308,Atlanta,Fulton County,203584.6489
71029,30309,Atlanta,Fulton County,250026.7319
71030,30310,Atlanta,Fulton County,56512.48331
71031,30311,Atlanta,Fulton County,84890.99516
71032,30312,Atlanta,Fulton County,181736.9678
71033,30313,Atlanta,Fulton County,239059.1178
71034,30314,Atlanta,Fulton County,67079.86604
71035,30315,Atlanta,Fulton County,124657.3213
71036,30316,Atlanta,Dekalb County,122695.4886
71037,30317,Atlanta,Dekalb County,164932.4422
71038,30318,Atlanta,Fulton County,163311.9147
71039,30319,Brookhaven,Dekalb County,300655.2681
71043,30324,Atlanta,Fulton County,261524.7421
71045,30326,Atlanta,Fulton County,344207.2857
71046,30327,Atlanta,Fulton County,669810.6116
71047,30328,Sandy Springs,Fulton County,258403.4313
71048,30329,Atlanta,Dekalb County,219264.1339
71055,30337,College Park,Fulton County,141628.6615
71056,30338,Dunwoody,Dekalb County,292240.9813
71057,30339,Vinings,Cobb County,239990.9322
71058,30340,Atlanta,Dekalb County,138111.5586
71059,30341,Chamblee,Dekalb County,171792.3625
71060,30342,Sandy Springs,Fulton County,359974.0634
71062,30344,East Point,Fulton County,85402.55671
71063,30345,Atlanta,Dekalb County,270881.0668
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,65266.52299
71076,30360,Dunwoody,Dekalb County,170363.6561
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,153071.7145
71025,30305,Atlanta,Fulton County,358841.3844
71026,30306,Atlanta,Fulton County,320203.706
71027,30307,Atlanta,Dekalb County,282991.4171
71028,30308,Atlanta,Fulton County,206200.2637
71029,30309,Atlanta,Fulton County,251627.544
71030,30310,Atlanta,Fulton County,57329.57393
71031,30311,Atlanta,Fulton County,85667.1687
71032,30312,Atlanta,Fulton County,183393.1568
71033,30313,Atlanta,Fulton County,241335.0437
71034,30314,Atlanta,Fulton County,67454.89964
71035,30315,Atlanta,Fulton County,125407.3485
71036,30316,Atlanta,Dekalb County,123515.624
71037,30317,Atlanta,Dekalb County,166801.456
71038,30318,Atlanta,Fulton County,163910.8201
71039,30319,Brookhaven,Dekalb County,302711.6477
71043,30324,Atlanta,Fulton County,262572.2017
71045,30326,Atlanta,Fulton County,343994.1906
71046,30327,Atlanta,Fulton County,673710.3793
71047,30328,Sandy Springs,Fulton County,259570.8761
71048,30329,Atlanta,Dekalb County,220808.2032
71055,30337,College Park,Fulton County,143238.8664
71056,30338,Dunwoody,Dekalb County,294105.2264
71057,30339,Vinings,Cobb County,241992.5873
71058,30340,Atlanta,Dekalb County,139517.4935
71059,30341,Chamblee,Dekalb County,173044.5778
71060,30342,Sandy Springs,Fulton County,362163.4401
71062,30344,East Point,Fulton County,86249.03908
71063,30345,Atlanta,Dekalb County,272706.5144
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,65781.02798
71076,30360,Dunwoody,Dekalb County,171573.8104
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,155030.3693
71025,30305,Atlanta,Fulton County,361288.0186
71026,30306,Atlanta,Fulton County,322429.2891
71027,30307,Atlanta,Dekalb County,286522.2118
71028,30308,Atlanta,Fulton County,208584.7119
71029,30309,Atlanta,Fulton County,252889.4611
71030,30310,Atlanta,Fulton County,58013.62784
71031,30311,Atlanta,Fulton County,86167.92332
71032,30312,Atlanta,Fulton County,184699.7763
71033,30313,Atlanta,Fulton County,243494.9101
71034,30314,Atlanta,Fulton County,67760.36342
71035,30315,Atlanta,Fulton County,126205.2091
71036,30316,Atlanta,Dekalb County,124416.8697
71037,30317,Atlanta,Dekalb County,169644.4601
71038,30318,Atlanta,Fulton County,164284.0834
71039,30319,Brookhaven,Dekalb County,304530.2532
71043,30324,Atlanta,Fulton County,263696.0065
71045,30326,Atlanta,Fulton County,344466.736
71046,30327,Atlanta,Fulton County,677324.8525
71047,30328,Sandy Springs,Fulton County,261031.4127
71048,30329,Atlanta,Dekalb County,222262.5559
71055,30337,College Park,Fulton County,144401.5771
71056,30338,Dunwoody,Dekalb County,295697.6519
71057,30339,Vinings,Cobb County,244132.1774
71058,30340,Atlanta,Dekalb County,140911.333
71059,30341,Chamblee,Dekalb County,174193.8841
71060,30342,Sandy Springs,Fulton County,364783.1829
71062,30344,East Point,Fulton County,86829.08971
71063,30345,Atlanta,Dekalb County,274165.5395
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,66294.55842
71076,30360,Dunwoody,Dekalb County,172598.693
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,156344.1763
71025,30305,Atlanta,Fulton County,363472.1552
71026,30306,Atlanta,Fulton County,325067.4935
71027,30307,Atlanta,Dekalb County,289843.2528
71028,30308,Atlanta,Fulton County,210658.4881
71029,30309,Atlanta,Fulton County,253998.4753
71030,30310,Atlanta,Fulton County,58823.57454
71031,30311,Atlanta,Fulton County,86579.66329
71032,30312,Atlanta,Fulton County,185948.8121
71033,30313,Atlanta,Fulton County,245499.2953
71034,30314,Atlanta,Fulton County,68002.31596
71035,30315,Atlanta,Fulton County,127308.7308
71036,30316,Atlanta,Dekalb County,125456.2223
71037,30317,Atlanta,Dekalb County,171904.0649
71038,30318,Atlanta,Fulton County,164579.5665
71039,30319,Brookhaven,Dekalb County,305857.8935
71043,30324,Atlanta,Fulton County,264970.0986
71045,30326,Atlanta,Fulton County,346492.3217
71046,30327,Atlanta,Fulton County,681000.7433
71047,30328,Sandy Springs,Fulton County,262450.166
71048,30329,Atlanta,Dekalb County,223548.5383
71055,30337,College Park,Fulton County,145296.7702
71056,30338,Dunwoody,Dekalb County,297003.195
71057,30339,Vinings,Cobb County,245275.2531
71058,30340,Atlanta,Dekalb County,142069.9282
71059,30341,Chamblee,Dekalb County,175218.7892
71060,30342,Sandy Springs,Fulton County,367052.6577
71062,30344,East Point,Fulton County,87250.32879
71063,30345,Atlanta,Dekalb County,274930.0445
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,66681.56647
71076,30360,Dunwoody,Dekalb County,173356.4568
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,157544.999
71025,30305,Atlanta,Fulton County,364862.2811
71026,30306,Atlanta,Fulton County,327691.7101
71027,30307,Atlanta,Dekalb County,292190.7589
71028,30308,Atlanta,Fulton County,212261.4819
71029,30309,Atlanta,Fulton County,255074.2093
71030,30310,Atlanta,Fulton County,59675.72483
71031,30311,Atlanta,Fulton County,86840.69382
71032,30312,Atlanta,Fulton County,187004.1338
71033,30313,Atlanta,Fulton County,246730.6614
71034,30314,Atlanta,Fulton County,68479.57621
71035,30315,Atlanta,Fulton County,128459.8972
71036,30316,Atlanta,Dekalb County,126542.9093
71037,30317,Atlanta,Dekalb County,174739.9354
71038,30318,Atlanta,Fulton County,165367.9405
71039,30319,Brookhaven,Dekalb County,307456.7979
71043,30324,Atlanta,Fulton County,266307.9227
71045,30326,Atlanta,Fulton County,349290.3216
71046,30327,Atlanta,Fulton County,683725.2658
71047,30328,Sandy Springs,Fulton County,263935.0746
71048,30329,Atlanta,Dekalb County,224709.0557
71055,30337,College Park,Fulton County,146057.2433
71056,30338,Dunwoody,Dekalb County,298093.8537
71057,30339,Vinings,Cobb County,246264.9806
71058,30340,Atlanta,Dekalb County,143085.3152
71059,30341,Chamblee,Dekalb County,176279.1823
71060,30342,Sandy Springs,Fulton County,368586.2706
71062,30344,East Point,Fulton County,87562.71394
71063,30345,Atlanta,Dekalb County,275694.437
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,67082.42488
71076,30360,Dunwoody,Dekalb County,174215.0085
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,159327.187
71025,30305,Atlanta,Fulton County,365462.2115
71026,30306,Atlanta,Fulton County,330153.6701
71027,30307,Atlanta,Dekalb County,293957.532
71028,30308,Atlanta,Fulton County,213447.5824
71029,30309,Atlanta,Fulton County,256241.8426
71030,30310,Atlanta,Fulton County,60550.93312
71031,30311,Atlanta,Fulton County,87061.3617
71032,30312,Atlanta,Fulton County,188026.5348
71033,30313,Atlanta,Fulton County,248838.8079
71034,30314,Atlanta,Fulton County,69084.56428
71035,30315,Atlanta,Fulton County,129655.7397
71036,30316,Atlanta,Dekalb County,127551.7159
71037,30317,Atlanta,Dekalb County,176764.4704
71038,30318,Atlanta,Fulton County,166444.316
71039,30319,Brookhaven,Dekalb County,308953.0337
71043,30324,Atlanta,Fulton County,267660.6426
71045,30326,Atlanta,Fulton County,350078.5197
71046,30327,Atlanta,Fulton County,685613.565
71047,30328,Sandy Springs,Fulton County,264999.8511
71048,30329,Atlanta,Dekalb County,226004.2236
71055,30337,College Park,Fulton County,146915.9438
71056,30338,Dunwoody,Dekalb County,299351.0367
71057,30339,Vinings,Cobb County,247143.5797
71058,30340,Atlanta,Dekalb County,144090.795
71059,30341,Chamblee,Dekalb County,177637.1197
71060,30342,Sandy Springs,Fulton County,370080.4923
71062,30344,East Point,Fulton County,88031.78308
71063,30345,Atlanta,Dekalb County,276590.2216
71064,30346,Dunwoody,Dekalb County,
71070,30354,Atlanta,Fulton County,67311.98625
71076,30360,Dunwoody,Dekalb County,175101.163
71079,30363,Atlanta,Fulton County,
71023,30303,Atlanta,Fulton County,161127.0733
71025,30305,Atlanta,Fulton County,365345.153
71026,30306,Atlanta,Fulton County,332240.6544
71027,30307,Atlanta,Dekalb County,295583.1383
71028,30308,Atlanta,Fulton County,214453.186
71029,30309,Atlanta,Fulton County,257298.9078
71030,30310,Atlanta,Fulton County,61456.95147
71031,30311,Atlanta,Fulton County,87447.4201
71032,30312,Atlanta,Fulton County,189064.2027
71033,30313,Atlanta,Fulton County,252271.8099
71034,30314,Atlanta,Fulton County,69464.1906
71035,30315,Atlanta,Fulton County,130668.3015
71036,30316,Atlanta,Dekalb County,128654.3193
71037,30317,Atlanta,Dekalb County,179337.0909
71038,30318,Atlanta,Fulton County,167386.5943
71039,30319,Brookhaven,Dekalb County,310530.9378
71043,30324,Atlanta,Fulton County,268803.8064
71045,30326,Atlanta,Fulton County,349794.3563
71046,30327,Atlanta,Fulton County,687080.8993
71047,30328,Sandy Springs,Fulton County,265672.7113
