RegionID,RegionName,City,CountyName,Price
71046,30327,Atlanta,Fulton County,695997.1005
71047,30328,Sandy Springs,Fulton County,259649.8771
71048,30329,Atlanta,Dekalb County,234695.471
71055,30337,College Park,Fulton County,83691.31612
71056,30338,Dunwoody,Dekalb County,338060.6603
71057,30339,Vinings,Cobb County,232833.1823
71058,30340,Atlanta,Dekalb County,118237.4864
71059,30341,Chamblee,Dekalb County,195949.6514
71060,30342,Sandy Springs,Fulton County,389048.5234
71062,30344,East Point,Fulton County,48715.07819
71063,30345,Atlanta,Dekalb County,296171.2612
71064,30346,Dunwoody,Dekalb County,215846.2164
71070,30354,Atlanta,Fulton County,46169.91496
71076,30360,Dunwoody,Dekalb County,177935.4258
71079,30363,Atlanta,Fulton County,140432.0064
